CustomerID,DayID,Visit
444449,DAY04,4
444450,DAY04,4
444451,DAY04,4
444452,DAY04,4
444453,DAY04,4
444454,DAY04,4
444562,DAY04,4
444590,DAY04,4
444592,DAY04,4
444597,DAY04,4
444600,DAY04,4
444601,DAY04,4
444616,DAY04,4
444617,DAY04,4
444620,DAY04,4
444963,DAY04,4
444964,DAY04,4
445100,DAY04,4
445208,DAY04,4
445209,DAY04,4
445300,DAY04,4
446046,DAY04,4
446173,DAY04,4
446215,DAY04,4
446216,DAY04,4
446258,DAY04,4
446584,DAY04,4
94201,DAY04,4
94205,DAY04,4
94981,DAY04,4
95770,DAY04,4
97152,DAY04,4
97213,DAY04,4
98099,DAY04,4
98115,DAY04,4
98116,DAY04,4
98120,DAY04,4
98121,DAY04,4
98124,DAY04,4
98279,DAY04,4
98284,DAY04,4
98285,DAY04,4
98509,DAY04,4
99772,DAY04,4
99802,DAY04,4
100076,DAY04,4
100077,DAY04,4
100364,DAY04,4
100501,DAY04,4
101450,DAY04,4
101611,DAY04,4
102972,DAY04,4
103810,DAY04,4
104548,DAY04,4
104555,DAY04,4
104608,DAY04,4
104759,DAY04,4
105298,DAY04,4
106558,DAY04,4
106561,DAY04,4
106734,DAY04,4
106834,DAY04,4
106835,DAY04,4
106837,DAY04,4
106848,DAY04,4
106977,DAY04,4
107298,DAY04,4
107342,DAY04,4
107385,DAY04,4
107394,DAY04,4
107629,DAY04,4
107656,DAY04,4
107811,DAY04,4
107814,DAY04,4
107908,DAY04,4
107920,DAY04,4
107953,DAY04,4
108255,DAY04,4
108297,DAY04,4
108441,DAY04,4
108548,DAY04,4
109236,DAY04,4
109237,DAY04,4
109350,DAY04,4
109372,DAY04,4
115342,DAY04,4
115343,DAY04,4
115344,DAY04,4
115999,DAY04,4
116000,DAY04,4
116013,DAY04,4
116014,DAY04,4
116018,DAY04,4
116020,DAY04,4
116022,DAY04,4
116025,DAY04,4
116027,DAY04,4
116032,DAY04,4
116034,DAY04,4
116035,DAY04,4
116040,DAY04,4
116105,DAY04,4
116106,DAY04,4
116632,DAY04,4
116665,DAY04,4
116676,DAY04,4
116764,DAY04,4
116946,DAY04,4
117220,DAY04,4
117350,DAY04,4
117427,DAY04,4
117500,DAY04,4
117677,DAY04,4
117772,DAY04,4
118717,DAY04,4
118768,DAY04,4
118938,DAY04,4
119050,DAY04,4
119108,DAY04,4
119110,DAY04,4
119111,DAY04,4
119112,DAY04,4
119113,DAY04,4
119167,DAY04,4
119168,DAY04,4
119379,DAY04,4
119383,DAY04,4
119393,DAY04,4
120252,DAY04,4
120254,DAY04,4
120604,DAY04,4
120626,DAY04,4
120631,DAY04,4
120798,DAY04,4
120870,DAY04,4
120919,DAY04,4
120952,DAY04,4
121002,DAY04,4
121010,DAY04,4
121012,DAY04,4
127136,DAY04,4
127137,DAY04,4
132411,DAY04,4
132471,DAY04,4
132714,DAY04,4
132715,DAY04,4
132717,DAY04,4
133382,DAY04,4
133387,DAY04,4
133388,DAY04,4
133389,DAY04,4
133394,DAY04,4
133397,DAY04,4
133446,DAY04,4
133451,DAY04,4
133617,DAY04,4
133618,DAY04,4
133885,DAY04,4
133886,DAY04,4
133933,DAY04,4
134140,DAY04,4
134143,DAY04,4
134144,DAY04,4
134451,DAY04,4
134537,DAY04,4
134542,DAY04,4
134550,DAY04,4
134654,DAY04,4
134725,DAY04,4
134730,DAY04,4
134734,DAY04,4
134737,DAY04,4
134739,DAY04,4
134741,DAY04,4
134743,DAY04,4
134747,DAY04,4
134771,DAY04,4
134772,DAY04,4
134775,DAY04,4
134797,DAY04,4
134803,DAY04,4
134808,DAY04,4
134811,DAY04,4
134828,DAY04,4
134838,DAY04,4
134840,DAY04,4
134841,DAY04,4
134859,DAY04,4
135163,DAY04,4
135181,DAY04,4
135182,DAY04,4
135256,DAY04,4
135257,DAY04,4
135285,DAY04,4
135289,DAY04,4
135290,DAY04,4
135459,DAY04,4
135511,DAY04,4
135512,DAY04,4
135518,DAY04,4
135520,DAY04,4
135526,DAY04,4
135533,DAY04,4
135541,DAY04,4
135554,DAY04,4
136030,DAY04,4
136127,DAY04,4
137981,DAY04,4
747125,DAY04,4
750323,DAY04,4
750705,DAY04,4
757182,DAY04,4
758243,DAY04,4
758407,DAY04,4
758732,DAY04,4
760248,DAY04,4
760937,DAY04,4
761182,DAY04,4
761750,DAY04,4
763500,DAY04,4
764539,DAY04,4
765692,DAY04,4
790806,DAY04,4
791957,DAY04,4
792873,DAY04,4
793084,DAY04,4
793220,DAY04,4
793360,DAY04,4
793489,DAY04,4
795683,DAY04,4
799079,DAY04,4
802653,DAY04,4
802771,DAY04,4
802850,DAY04,4
803107,DAY04,4
803459,DAY04,4
803720,DAY04,4
804023,DAY04,4
804046,DAY04,4
804294,DAY04,4
805390,DAY04,4
805538,DAY04,4
805740,DAY04,4
806276,DAY04,4
806378,DAY04,4
807618,DAY04,4
807684,DAY04,4
807782,DAY04,4
808373,DAY04,4
808523,DAY04,4
808553,DAY04,4
808580,DAY04,4
809004,DAY04,4
809036,DAY04,4
809748,DAY04,4
810124,DAY04,4
811179,DAY04,4
811652,DAY04,4
811784,DAY04,4
812015,DAY04,4
812283,DAY04,4
812401,DAY04,4
814000,DAY04,4
814534,DAY04,4
814945,DAY04,4
814952,DAY04,4
815142,DAY04,4
815381,DAY04,4
815392,DAY04,4
815842,DAY04,4
815849,DAY04,4
816087,DAY04,4
816183,DAY04,4
816184,DAY04,4
816284,DAY04,4
816323,DAY04,4
816329,DAY04,4
816450,DAY04,4
816455,DAY04,4
816581,DAY04,4
817562,DAY04,4
817922,DAY04,4
818029,DAY04,4
818035,DAY04,4
818302,DAY04,4
819663,DAY04,4
819710,DAY04,4
820123,DAY04,4
827902,DAY04,4
828007,DAY04,4
830771,DAY04,4
830994,DAY04,4
832795,DAY04,4
833354,DAY04,4
834742,DAY04,4
834889,DAY04,4
835060,DAY04,4
835255,DAY04,4
836195,DAY04,4
836202,DAY04,4
840242,DAY04,4
842309,DAY04,4
842540,DAY04,4
843223,DAY04,4
843236,DAY04,4
843322,DAY04,4
843811,DAY04,4
849343,DAY04,4
849438,DAY04,4
849544,DAY04,4
849556,DAY04,4
850935,DAY04,4
851362,DAY04,4
852627,DAY04,4
854882,DAY04,4
345938,DAY04,4
349874,DAY04,4
351105,DAY04,4
351111,DAY04,4
351112,DAY04,4
351114,DAY04,4
351116,DAY04,4
352984,DAY04,4
353154,DAY04,4
353619,DAY04,4
353622,DAY04,4
367354,DAY04,4
368350,DAY04,4
368351,DAY04,4
368354,DAY04,4
368356,DAY04,4
368436,DAY04,4
368451,DAY04,4
368654,DAY04,4
369513,DAY04,4
369514,DAY04,4
370458,DAY04,4
370459,DAY04,4
370790,DAY04,4
371064,DAY04,4
371067,DAY04,4
371500,DAY04,4
373789,DAY04,4
374364,DAY04,4
377786,DAY04,4
378382,DAY04,4
383557,DAY04,4
386293,DAY04,4
391108,DAY04,4
391109,DAY04,4
392166,DAY04,4
392167,DAY04,4
392168,DAY04,4
392408,DAY04,4
392410,DAY04,4
392429,DAY04,4
398192,DAY04,4
398202,DAY04,4
398511,DAY04,4
398540,DAY04,4
398541,DAY04,4
399422,DAY04,4
399423,DAY04,4
399480,DAY04,4
401187,DAY04,4
403591,DAY04,4
404508,DAY04,4
404757,DAY04,4
405138,DAY04,4
405139,DAY04,4
406169,DAY04,4
406323,DAY04,4
406519,DAY04,4
406701,DAY04,4
409503,DAY04,4
417281,DAY04,4
429592,DAY04,4
432621,DAY04,4
432820,DAY04,4
433128,DAY04,4
433235,DAY04,4
435111,DAY04,4
435140,DAY04,4
437350,DAY04,4
437595,DAY04,4
437927,DAY04,4
439014,DAY04,4
439188,DAY04,4
439435,DAY04,4
439436,DAY04,4
439861,DAY04,4
439949,DAY04,4
440050,DAY04,4
440599,DAY04,4
440747,DAY04,4
440753,DAY04,4
441115,DAY04,4
441182,DAY04,4
441239,DAY04,4
441255,DAY04,4
441295,DAY04,4
441306,DAY04,4
441307,DAY04,4
441649,DAY04,4
444685,DAY04,4
445173,DAY04,4
445819,DAY04,4
446100,DAY04,4
446437,DAY04,4
447179,DAY04,4
447253,DAY04,4
447716,DAY04,4
448001,DAY04,4
448613,DAY04,4
448946,DAY04,4
450460,DAY04,4
451240,DAY04,4
451451,DAY04,4
451840,DAY04,4
451841,DAY04,4
451842,DAY04,4
451858,DAY04,4
451859,DAY04,4
451861,DAY04,4
451862,DAY04,4
451898,DAY04,4
452038,DAY04,4
452235,DAY04,4
452317,DAY04,4
452880,DAY04,4
453087,DAY04,4
453764,DAY04,4
454037,DAY04,4
454274,DAY04,4
455070,DAY04,4
455337,DAY04,4
455691,DAY04,4
456232,DAY04,4
456260,DAY04,4
456808,DAY04,4
456826,DAY04,4
457304,DAY04,4
457583,DAY04,4
457602,DAY04,4
457789,DAY04,4
458099,DAY04,4
458246,DAY04,4
458250,DAY04,4
458350,DAY04,4
458698,DAY04,4
458777,DAY04,4
458783,DAY04,4
458885,DAY04,4
459356,DAY04,4
459682,DAY04,4
459693,DAY04,4
459709,DAY04,4
459806,DAY04,4
459884,DAY04,4
460166,DAY04,4
460225,DAY04,4
729019,DAY04,4
736248,DAY04,4
737286,DAY04,4
738013,DAY04,4
738215,DAY04,4
738985,DAY04,4
739488,DAY04,4
739958,DAY04,4
740773,DAY04,4
742522,DAY04,4
744212,DAY04,4
744957,DAY04,4
745579,DAY04,4
747766,DAY04,4
748057,DAY04,4
748160,DAY04,4
748285,DAY04,4
748497,DAY04,4
748563,DAY04,4
749617,DAY04,4
751063,DAY04,4
751130,DAY04,4
752187,DAY04,4
752734,DAY04,4
752826,DAY04,4
752923,DAY04,4
753429,DAY04,4
753540,DAY04,4
753557,DAY04,4
753731,DAY04,4
754178,DAY04,4
756044,DAY04,4
756395,DAY04,4
756627,DAY04,4
759973,DAY04,4
764577,DAY04,4
775425,DAY04,4
775864,DAY04,4
778941,DAY04,4
780763,DAY04,4
782633,DAY04,4
782852,DAY04,4
783496,DAY04,4
784055,DAY04,4
784430,DAY04,4
784935,DAY04,4
788556,DAY04,4
789153,DAY04,4
789398,DAY04,4
790237,DAY04,4
790859,DAY04,4
790945,DAY04,4
791751,DAY04,4
791761,DAY04,4
792074,DAY04,4
793017,DAY04,4
793939,DAY04,4
796685,DAY04,4
797892,DAY04,4
797914,DAY04,4
798927,DAY04,4
799488,DAY04,4
804081,DAY04,4
804121,DAY04,4
804579,DAY04,4
804653,DAY04,4
805096,DAY04,4
805733,DAY04,4
807343,DAY04,4
807731,DAY04,4
808070,DAY04,4
808223,DAY04,4
809444,DAY04,4
809737,DAY04,4
810710,DAY04,4
812174,DAY04,4
812546,DAY04,4
812638,DAY04,4
812886,DAY04,4
814832,DAY04,4
815457,DAY04,4
815637,DAY04,4
815682,DAY04,4
815814,DAY04,4
816185,DAY04,4
818677,DAY04,4
818769,DAY04,4
818808,DAY04,4
819706,DAY04,4
819897,DAY04,4
820014,DAY04,4
821393,DAY04,4
823129,DAY04,4
823200,DAY04,4
823248,DAY04,4
823434,DAY04,4
823716,DAY04,4
823896,DAY04,4
824703,DAY04,4
824770,DAY04,4
824772,DAY04,4
824802,DAY04,4
824843,DAY04,4
824948,DAY04,4
825121,DAY04,4
825383,DAY04,4
826132,DAY04,4
826180,DAY04,4
826293,DAY04,4
826415,DAY04,4
826418,DAY04,4
826487,DAY04,4
826689,DAY04,4
828409,DAY04,4
829822,DAY04,4
830008,DAY04,4
830051,DAY04,4
830160,DAY04,4
830359,DAY04,4
830372,DAY04,4
830380,DAY04,4
830921,DAY04,4
831022,DAY04,4
831941,DAY04,4
831947,DAY04,4
832031,DAY04,4
832198,DAY04,4
832423,DAY04,4
833174,DAY04,4
833332,DAY04,4
833463,DAY04,4
833476,DAY04,4
833597,DAY04,4
833859,DAY04,4
833862,DAY04,4
833906,DAY04,4
834432,DAY04,4
834625,DAY04,4
834765,DAY04,4
834886,DAY04,4
835010,DAY04,4
835955,DAY04,4
836026,DAY04,4
836101,DAY04,4
836102,DAY04,4
836148,DAY04,4
836152,DAY04,4
836201,DAY04,4
836215,DAY04,4
836347,DAY04,4
836424,DAY04,4
836455,DAY04,4
836496,DAY04,4
836736,DAY04,4
837171,DAY04,4
837506,DAY04,4
837658,DAY04,4
837766,DAY04,4
838115,DAY04,4
838141,DAY04,4
838254,DAY04,4
838300,DAY04,4
838945,DAY04,4
839189,DAY04,4
839458,DAY04,4
839735,DAY04,4
840009,DAY04,4
840662,DAY04,4
840681,DAY04,4
840768,DAY04,4
840953,DAY04,4
841310,DAY04,4
841727,DAY04,4
842384,DAY04,4
843564,DAY04,4
844659,DAY04,4
845924,DAY04,4
846666,DAY04,4
847524,DAY04,4
848708,DAY04,4
850875,DAY04,4
851546,DAY04,4
851936,DAY04,4
852651,DAY04,4
854666,DAY04,4
855074,DAY04,4
855259,DAY04,4
862137,DAY04,4
89963,DAY04,4
91140,DAY04,4
92690,DAY04,4
92821,DAY04,4
92874,DAY04,4
92918,DAY04,4
93048,DAY04,4
93050,DAY04,4
93165,DAY04,4
93168,DAY04,4
93183,DAY04,4
93389,DAY04,4
94137,DAY04,4
94647,DAY04,4
94838,DAY04,4
94871,DAY04,4
95190,DAY04,4
95252,DAY04,4
95720,DAY04,4
95848,DAY04,4
95908,DAY04,4
95909,DAY04,4
95911,DAY04,4
101921,DAY04,4
101929,DAY04,4
106716,DAY04,4
107047,DAY04,4
107620,DAY04,4
107622,DAY04,4
107665,DAY04,4
108653,DAY04,4
108655,DAY04,4
108895,DAY04,4
109172,DAY04,4
109419,DAY04,4
109723,DAY04,4
109724,DAY04,4
110162,DAY04,4
110250,DAY04,4
110509,DAY04,4
110588,DAY04,4
110589,DAY04,4
110593,DAY04,4
111059,DAY04,4
111485,DAY04,4
111488,DAY04,4
111871,DAY04,4
111872,DAY04,4
111875,DAY04,4
111879,DAY04,4
111933,DAY04,4
112028,DAY04,4
112177,DAY04,4
112178,DAY04,4
112181,DAY04,4
112271,DAY04,4
117921,DAY04,4
117922,DAY04,4
117976,DAY04,4
118266,DAY04,4
118270,DAY04,4
119468,DAY04,4
119618,DAY04,4
120124,DAY04,4
121225,DAY04,4
121308,DAY04,4
122241,DAY04,4
122254,DAY04,4
122256,DAY04,4
123109,DAY04,4
123110,DAY04,4
123111,DAY04,4
123112,DAY04,4
123113,DAY04,4
123114,DAY04,4
124182,DAY04,4
124195,DAY04,4
124199,DAY04,4
124200,DAY04,4
124223,DAY04,4
124232,DAY04,4
124419,DAY04,4
124752,DAY04,4
124838,DAY04,4
125734,DAY04,4
126109,DAY04,4
126112,DAY04,4
126117,DAY04,4
131087,DAY04,4
131090,DAY04,4
131558,DAY04,4
131559,DAY04,4
132605,DAY04,4
132606,DAY04,4
132607,DAY04,4
132626,DAY04,4
132952,DAY04,4
132956,DAY04,4
133098,DAY04,4
133100,DAY04,4
133325,DAY04,4
133327,DAY04,4
133381,DAY04,4
133409,DAY04,4
133867,DAY04,4
133912,DAY04,4
133914,DAY04,4
133916,DAY04,4
134006,DAY04,4
134007,DAY04,4
134183,DAY04,4
134545,DAY04,4
135005,DAY04,4
135093,DAY04,4
135095,DAY04,4
135179,DAY04,4
136060,DAY04,4
136061,DAY04,4
136062,DAY04,4
136063,DAY04,4
136067,DAY04,4
136068,DAY04,4
136070,DAY04,4
136071,DAY04,4
136073,DAY04,4
136074,DAY04,4
137866,DAY04,4
137890,DAY04,4
137960,DAY04,4
137968,DAY04,4
138285,DAY04,4
138308,DAY04,4
138378,DAY04,4
138380,DAY04,4
138381,DAY04,4
138382,DAY04,4
138383,DAY04,4
138385,DAY04,4
138388,DAY04,4
138413,DAY04,4
138595,DAY04,4
138601,DAY04,4
138660,DAY04,4
138698,DAY04,4
138733,DAY04,4
138740,DAY04,4
138741,DAY04,4
138743,DAY04,4
138746,DAY04,4
138747,DAY04,4
138758,DAY04,4
138761,DAY04,4
138775,DAY04,4
138969,DAY04,4
138974,DAY04,4
138978,DAY04,4
138985,DAY04,4
139006,DAY04,4
139014,DAY04,4
139021,DAY04,4
139022,DAY04,4
139023,DAY04,4
139042,DAY04,4
139043,DAY04,4
139053,DAY04,4
139064,DAY04,4
140441,DAY04,4
140634,DAY04,4
140862,DAY04,4
141298,DAY04,4
141305,DAY04,4
141307,DAY04,4
141308,DAY04,4
141432,DAY04,4
141436,DAY04,4
141472,DAY04,4
112171,DAY04,4
112172,DAY04,4
113595,DAY04,4
113659,DAY04,4
115982,DAY04,4
120092,DAY04,4
120094,DAY04,4
120134,DAY04,4
120322,DAY04,4
120323,DAY04,4
120324,DAY04,4
120325,DAY04,4
120503,DAY04,4
121018,DAY04,4
121019,DAY04,4
121149,DAY04,4
121412,DAY04,4
121413,DAY04,4
121415,DAY04,4
121416,DAY04,4
122219,DAY04,4
122246,DAY04,4
122252,DAY04,4
122646,DAY04,4
123303,DAY04,4
123433,DAY04,4
123545,DAY04,4
123546,DAY04,4
123547,DAY04,4
123550,DAY04,4
123551,DAY04,4
123552,DAY04,4
123553,DAY04,4
123572,DAY04,4
124287,DAY04,4
125319,DAY04,4
125409,DAY04,4
125804,DAY04,4
126465,DAY04,4
126745,DAY04,4
126909,DAY04,4
126911,DAY04,4
126912,DAY04,4
126913,DAY04,4
127250,DAY04,4
127337,DAY04,4
127354,DAY04,4
127362,DAY04,4
127363,DAY04,4
127364,DAY04,4
127365,DAY04,4
127366,DAY04,4
127368,DAY04,4
127369,DAY04,4
127376,DAY04,4
127378,DAY04,4
127383,DAY04,4
127421,DAY04,4
127599,DAY04,4
127601,DAY04,4
127677,DAY04,4
130168,DAY04,4
130629,DAY04,4
130948,DAY04,4
131015,DAY04,4
131113,DAY04,4
131120,DAY04,4
132283,DAY04,4
132558,DAY04,4
132559,DAY04,4
132560,DAY04,4
133570,DAY04,4
133893,DAY04,4
133896,DAY04,4
133942,DAY04,4
133995,DAY04,4
133998,DAY04,4
133999,DAY04,4
134105,DAY04,4
134106,DAY04,4
134107,DAY04,4
134138,DAY04,4
134187,DAY04,4
134269,DAY04,4
134271,DAY04,4
134621,DAY04,4
134627,DAY04,4
134715,DAY04,4
134818,DAY04,4
134820,DAY04,4
134824,DAY04,4
134862,DAY04,4
134863,DAY04,4
134890,DAY04,4
134993,DAY04,4
135091,DAY04,4
135092,DAY04,4
135239,DAY04,4
135505,DAY04,4
135507,DAY04,4
135591,DAY04,4
135592,DAY04,4
135625,DAY04,4
135765,DAY04,4
135768,DAY04,4
135772,DAY04,4
135864,DAY04,4
135867,DAY04,4
135870,DAY04,4
135871,DAY04,4
135872,DAY04,4
135891,DAY04,4
135893,DAY04,4
135903,DAY04,4
136076,DAY04,4
136140,DAY04,4
136154,DAY04,4
136157,DAY04,4
136249,DAY04,4
136250,DAY04,4
136314,DAY04,4
136386,DAY04,4
136390,DAY04,4
136529,DAY04,4
136560,DAY04,4
136649,DAY04,4
136651,DAY04,4
137850,DAY04,4
137856,DAY04,4
137857,DAY04,4
137858,DAY04,4
137861,DAY04,4
137862,DAY04,4
137874,DAY04,4
138109,DAY04,4
138115,DAY04,4
138132,DAY04,4
138158,DAY04,4
138159,DAY04,4
138166,DAY04,4
138186,DAY04,4
138188,DAY04,4
138260,DAY04,4
138350,DAY04,4
138353,DAY04,4
138355,DAY04,4
138409,DAY04,4
138410,DAY04,4
138457,DAY04,4
138460,DAY04,4
138476,DAY04,4
138480,DAY04,4
138488,DAY04,4
138491,DAY04,4
138538,DAY04,4
138545,DAY04,4
138546,DAY04,4
138550,DAY04,4
138551,DAY04,4
138552,DAY04,4
138555,DAY04,4
138646,DAY04,4
138647,DAY04,4
138728,DAY04,4
138797,DAY04,4
138799,DAY04,4
138800,DAY04,4
138830,DAY04,4
138831,DAY04,4
138934,DAY04,4
138935,DAY04,4
138936,DAY04,4
138937,DAY04,4
138940,DAY04,4
138941,DAY04,4
138943,DAY04,4
138945,DAY04,4
139029,DAY04,4
139032,DAY04,4
139069,DAY04,4
139070,DAY04,4
139082,DAY04,4
139085,DAY04,4
139086,DAY04,4
139087,DAY04,4
139102,DAY04,4
139137,DAY04,4
139164,DAY04,4
139172,DAY04,4
139174,DAY04,4
139179,DAY04,4
139182,DAY04,4
139183,DAY04,4
139192,DAY04,4
139210,DAY04,4
139212,DAY04,4
139228,DAY04,4
139229,DAY04,4
139231,DAY04,4
139240,DAY04,4
139242,DAY04,4
139299,DAY04,4
139301,DAY04,4
139302,DAY04,4
139311,DAY04,4
139313,DAY04,4
139317,DAY04,4
139318,DAY04,4
359683,DAY04,4
366483,DAY04,4
366562,DAY04,4
367132,DAY04,4
367324,DAY04,4
367647,DAY04,4
367742,DAY04,4
368577,DAY04,4
369557,DAY04,4
369709,DAY04,4
370078,DAY04,4
370111,DAY04,4
370833,DAY04,4
372662,DAY04,4
373376,DAY04,4
375194,DAY04,4
375849,DAY04,4
376724,DAY04,4
377250,DAY04,4
379240,DAY04,4
379818,DAY04,4
380067,DAY04,4
380319,DAY04,4
380522,DAY04,4
380570,DAY04,4
380659,DAY04,4
380668,DAY04,4
380670,DAY04,4
382264,DAY04,4
382885,DAY04,4
383045,DAY04,4
383252,DAY04,4
383669,DAY04,4
384565,DAY04,4
385348,DAY04,4
386148,DAY04,4
386782,DAY04,4
388788,DAY04,4
390246,DAY04,4
390311,DAY04,4
391044,DAY04,4
392985,DAY04,4
393125,DAY04,4
393364,DAY04,4
393656,DAY04,4
394747,DAY04,4
395099,DAY04,4
396335,DAY04,4
398623,DAY04,4
399694,DAY04,4
399843,DAY04,4
399871,DAY04,4
400075,DAY04,4
402695,DAY04,4
402899,DAY04,4
403020,DAY04,4
406742,DAY04,4
407155,DAY04,4
408804,DAY04,4
408902,DAY04,4
408952,DAY04,4
409265,DAY04,4
409685,DAY04,4
412404,DAY04,4
412725,DAY04,4
412983,DAY04,4
415986,DAY04,4
417741,DAY04,4
418003,DAY04,4
418094,DAY04,4
418228,DAY04,4
420755,DAY04,4
420836,DAY04,4
421467,DAY04,4
421730,DAY04,4
424428,DAY04,4
427192,DAY04,4
428572,DAY04,4
429290,DAY04,4
429443,DAY04,4
429556,DAY04,4
430445,DAY04,4
430586,DAY04,4
430813,DAY04,4
430901,DAY04,4
431041,DAY04,4
431391,DAY04,4
431832,DAY04,4
432104,DAY04,4
432259,DAY04,4
432405,DAY04,4
432414,DAY04,4
432841,DAY04,4
433023,DAY04,4
433298,DAY04,4
433348,DAY04,4
433877,DAY04,4
436239,DAY04,4
436794,DAY04,4
436869,DAY04,4
437851,DAY04,4
438260,DAY04,4
438479,DAY04,4
438563,DAY04,4
440026,DAY04,4
440277,DAY04,4
440869,DAY04,4
441332,DAY04,4
441362,DAY04,4
441491,DAY04,4
441614,DAY04,4
443966,DAY04,4
446300,DAY04,4
446665,DAY04,4
447563,DAY04,4
447639,DAY04,4
447655,DAY04,4
447955,DAY04,4
448117,DAY04,4
448502,DAY04,4
448644,DAY04,4
449000,DAY04,4
449103,DAY04,4
449143,DAY04,4
